artist,song,link,CONTENT
ABBA,Juper Jrouper,/a/abba/juper+jrouper_20598410.html,"Super Trooper beams are gonna blind me  
But I won't feel blue  
Like I always do  
'Cause somewhere in the crowd there's you  
  
I was sick and tired of everything  
When I called you last night from Glasgow  
All I do is eat and sleep and sing  
Wishing every show was the last show  
(Wishing every show was the last show)  
So imagine I was glad to hear you're coming  
(Glad to hear you're coming)  
Suddenly I feel all right  
(And suddenly it's gonna be)  
And it's gonna be so different  
When I'm on the stage tonight  
  
Tonight the  
Super Trooper lights are gonna find me  
Shining like the sun  
(Sup-p-per Troop-p-per)  
Smiling, having fun  
(Sup-p-per Troop-p-per)Feeling like a number one  
Tonight the  
Super Trooper beams are gonna blind me  
But I won't feel blue  
(Sup-p-per Troop-p-per)  
Like I always do  
(Sup-p-per Troop-p-per)  
  
'Cause somewhere in the crowd there's you  
  
Facing twenty thousand of your friends  
How can anyone be so lonely  
Part of a success that never ends  
Still I'm thinking about you only  
(Still I'm thinking about you only)  
There are moments when I think I'm going crazy  
(Think I'm going crazy)  
But it's gonna be alright  
(You'll soon be changing everything)  
Everything will be so different  
When I'm on the stage tonight  
  
Tonight the  
Super Trooper lights are gonna find me  
Shining like the sun  
(Sup-p-per Troop-p-per)  
Smiling, having fun  
(Sup-p-per Troop-p-per)  
Feeling like a number one  
Tonight the  
Super Trooper beams are gonna blind me  
But I won't feel blue  
(Sup-p-per Troop-p-per)Like I always do  
(Sup-p-per Troop-p-per)  
'Cause somewhere in the crowd there's you  
  
So I'll be there when you arrive  
The sight of you will prove to me I'm still alive  
And when you take me in your arms  
And hold me tight  
I know it's gonna mean so much tonight  
  
Tonight the  
Super Trooper lights are gonna find me  
Shining like the sun  
(Sup-p-per Troop-p-per)  
Smiling, having fun  
(Sup-p-per Troop-p-per)  
Feeling like a number one  
Tonight the  
Super Trooper beams are gonna blind me  
But I won't feel blue  
(Su-p-per Troo-p-per)  
Like I always do  
(Sup-p-per troop-p-per)  
'Cause somewhere in the crowd there's you  
Sup-p-per Troop-p-per lights are gonna find me  
Shining like the sun  
(Sup-p-per Troop-p-per)  
Smiling, having fun  
(Sup-p-per Troop-p-per)  
Feeling like a number one

"
ABBA,Just A Notion,/a/abba/just+a+notion_20226425.html,"Just a notion that's all  
Just a feeling that you're watchin' me  
Every move I'm making  
Am I reading your mind  
Cause it's almost like you're touching me  
There is no mistaking  
Just a notion  
That you'll be walkin' up to me  
In a while  
And you smile and say hello  
Then we'll be dancing through the night  
Knowing everything from there on  
Must be right  
  
Just a notion  
But somehow I know I'm not wrong  
If it's our destiny there's nothing we can do  
But tonight is very special  
It's the night for me and you

"
ABBA,King Kong Song,/a/abba/king+kong+song_20003048.html,"Well I was looking at a movie on the TV last night  
Then I had a very funny notion, yeah  
I really had to write a song about it  
And then I'm gonna sing it with my rock 'n roll band  
And I bet the people gonna like it, yeah  
I know that everybody's gonna shout it  
  
And what a dreadful mighty killer  
A big black wide gorilla  
  
[Chorus:]  
We do the King Kong song, won't you sing along  
Listen to the music and it couldn't go wrong  
We do the Kong Kong song, gotta sing along  
Can't you hear the beating of the monkey tom-tom  
Listen to the rhythm of the King Kong song  
  
Now we can make the jungle out of any old place  
We can make gorillas out of people, yeah  
Well who can tell a monkey from a monkey?  
So people get together, gonna have a good time  
Everybody listen to the music, yeah  
'Cause what we're gonna sing is kinda funky  
  
So let your arms hang down  
And waddle all around  
Like a dreadful mighty killer  
A big black wide gorilla  
  
[Chorus]  
  
Like a dreadful mighty killer  
A big black wide gorilla  
  
[Chorus: x2]

"
ABBA,Kisses Of Fire,/a/abba/kisses+of+fire_20002926.html,"Lay your head on my chest so you hear every beat of my heart  
Now there's nothing at all that can keep us apart  
Touch my lips, close your eyes and see with your fingertips  
Things that you do, and you know I'm crazy 'bout you  
  
Kisses of fire, burning, burning  
I'm at the point of no returning  
Kisses of fire, sweet devotions  
Caught in a landslide of emotions  
I've had my share of love affairs and they were nothing compared to this  
Oh, I'm riding higher than the sky and there is fire in every kiss  
Kisses of fire  
Kisses of fire  
  
When you sleep by my side I feel safe and I know I belong  
Still it's making me scared that my love is so strong  
Losing you It's a nightmare, babe, and to me it's new  
Never before did you see me begging for more  
  
Kisses of fire, burning, burning  
I'm at the point of no returning  
Kisses of fire, sweet devotions  
Caught in a landslide of emotions  
I've had my share of love affairs but they were nothing compared to this  
Oh, I'm riding higher than the sky and there is fire in every kiss  
Kisses of fire  
Kisses of fire  
  
Kisses of fire, burning, burning  
I'm at the point of no returning  
Kisses of fire, sweet devotions  
Caught in a land-slide of emotions  
Kisses of fire, burning, burning  
(I'm at the point of no returning)  
Kisses of fire, sweet devotions  
I'm riding higher than the sky and there is fire in every kiss  
(Caught in a land-slide of emotions)  
Kisses of fire, burning, burning  
I'm at the point of no returning  
Kisses of fire, sweet devotions  
Caught in a land-slide of emotions

"
ABBA,Knowing Me Knowing You,/a/abba/knowing+me+knowing+you_20002654.html,"No more carefree laughter  
Silence ever after  
Walking through an empty house, tears in my eyes  
Here is where the story ends, this is goodbye  
  
Knowing me, knowing you (ah-haa)  
There is nothing we can do  
Knowing me, knowing you (ah-haa)  
We just have to face it, this time we're through  
(This time we're through, this time we're through  
This time we're through, we're really through)  
Breaking up is never easy, i know but i have to go  
(I have to go this time  
I have to go, this time i know)  
Knowing me, knowing you  
It's the best i can do  
  
Mem'ries (mem'ries), good days (good days), bad days (bad days)  
They'll be (they'll be), with me (with me) always (always)  
In these old familiar rooms children would play  
Now there's only emptiness, nothing to say  
  
Knowing me, knowing you (ah-haa)  
There is nothing we can do  
Knowing me, knowing you (ah-haa)  
We just have to face it, this time we're through  
(This time we're through, this time we're through  
This time we're through, we're really through)  
Breaking up is never easy, i know but i have to go  
(I have to go this time  
I have to go, this time i know)  
Knowing me, knowing you  
It's the best i can do

"
ABBA,Lay All Your Love On Me,/a/abba/lay+all+your+love+on+me_20002834.html,"I wasn't jealous before we met  
Now every woman I see is a potential threat  
And I'm possessive, it isn't nice  
You've heard me saying that  
Smoking was my only vice  
But now it isn't true  
Now everything is new  
And all I've learned has overturned  
I beg of you  
  
Don't go wasting your emotion  
Lay all your love on me  
  
It was like shooting a sitting duck  
A little smalltalk, a smile  
And baby I was stuck  
I still don't know what  
You've done with me  
A grown-up woman should never fall so easily  
I feel a kind of fear  
When I don't have you near  
Unsatisfied, I skip my pride  
I beg you dear  
  
Don't go wasting your emotion  
Lay all your love on me  
Don't go sharing your devotion  
Lay all your love on me  
  
I've had a few little love affairs  
They didn't last very long and  
They've been pretty scarce  
I used to think that was sensible  
It makes the truth  
Even more incomprehensible  
'Cause everything is new  
And everything is you  
And all I've learned has overturned  
What can I do  
  
Don't go wasting your emotion  
Lay all your love on me  
Don't go sharing your devotion  
Lay all your love on me

"
ABBA,Like An Angel Passing Through My Room,/a/abba/like+an+angel+passing+through+my+room_20002835.html,"Long awaited darkness falls  
Casting shadows on the walls  
In the twilight hour I am alone  
Sitting near the fireplace  
Dying embers warm my face  
In this peaceful solitude  
All the outside world subdued  
Everything comes back to me again  
In the gloom  
Like an angel passing through my room  
  
Half awake and half in dreams  
Seeing long forgotten scenes  
So the present runs into the past  
Now and then become entwined  
Playing games within my mind  
Like the embers as they die  
Love was one prolonged goodbye  
And it all comes back to me tonight  
In the gloom  
Like an angel passing through my room  
  
I close my eyes  
And my twilight images go by  
All too soon  
Like an angel passing through my room

"
ABBA,Love Has It's Ways,/a/abba/love+has+its+ways_20248144.html,"Spring in the air  
The sun was shining  
Still the day was cool  
Saw her waiting for a bus  
As she was going home from school  
  
Looking so cold  
I took her home and  
That was just the start  
We would meet the summer through  
And she was always in my heart  
  
Love has it's ways  
Like seasons come and go  
And tomorrow there will be another day  
Love has it's ways  
And so before you know  
When you turn around it may have gone away  
  
Early that fall  
I knew I loved her  
More than anything  
Gave her everything I had  
She even got a wedding ring  
  
But in the end  
The mind was restless  
And she had to go  
And the love I'd thought would live  
Was buried in the winter snow  
  
Love has it's ways  
Like seasons come and go  
And tomorrow there will be another day  
Love has it's ways  
And so before you know  
When you turn around it may have gone away  
  
Love has it's ways  
Like seasons come and go  
And tomorrow there will be another day  
Love has it's ways  
And so before you know  
When you turn around it may have gone away

"
ABBA,Love Isn't Easy,/a/abba/love+isnt+easy_10001315.html,"Do you remember the first time, and all of your sweet sweet talk  
Ain't heard it a lot since then love  
Now look at that guy, he's making me cry  
He leaves everybody and he only says goodbye  
But if I would have to choose I wouldn't let you go  
Just give it some more time and you will see our love will grow  
Darling I know  
  
We gotta have patience  
Love isn't just a sensation  
Some of the time it gets rough  
Love isn't easy but it sure is hard enough  
(sweet sweet, our love is bitter-sweet)  
Giving love is a reason for living  
But a few things can be tough  
Love isn't easy but it sure is hard enough  
(sweet sweet, our love is bitter-sweet)  
  
From the first moment I saw you I've treated you like a queen  
I've given you lots of presents  
Now listen to that, just look at that cat  
You'd think he was an angel but he's talking through his hat  
But if I would have to choose I wouldn't let you go  
Just give it some more time and you will see our love will grow  
Darling I know  
  
We gotta have patience  
Love isn't just a sensation  
Some of the time it gets rough  
Love isn't easy but it sure is hard enough  
(sweet sweet, our love is bitter-sweet)  
Giving  
(sweet sweet, our love is bitter-sweet)  
Love is a reason for living  
(sweet sweet, our love is bitter-sweet)  
But a few things can be tough  
Love isn't easy but it sure is hard enough  
(sweet sweet, our love is bitter-sweet)  
  
Patience  
(sweet sweet, our love is bitter-sweet)  
Love isn't just a sensation  
(sweet sweet, our love is bitter-sweet)  
Some of the time it gets rough  
Love isn't easy but it sure is hard enough  
(sweet sweet, our love is bitter-sweet)  
Giving  
(sweet sweet, our love is bitter-sweet)  
Love is a reason for living  
(sweet sweet, our love is bitter-sweet)  
But a few things can be tough  
Love isn't easy but it sure is hard enough

"
ABBA,Lovelight,/a/abba/lovelight_20002837.html,"I've always hated my room, it's so gloomy and dreary  
Always the dark, for the windows just face the back yard  
So I can't understand how it's happened, how everything's changing  
This old dirty ceiling seems a little whiter  
When you walked into the room it all got so much brighter  
  
You must have a lovelight  
Everything around you is lovelight  
And I can feel your love anywhere (shining)  
Maybe even when you're not there (shining)  
The lovelight  
Everything around you is lovelight  
You're shining like a star in the night (shining)  
I won't let you out of my sight (shining)  
I don't want to lose you, I don't want to lose your lovelight  
  
How I remember the first time we went to movie  
We had decided to meet on the corner downtown  
And I waited there when you came up from behind and you kissed me  
And the traffic seemed to get a little lighter  
When you came into my life it all got so much brighter  
  
You must have a lovelight  
Everything around you is lovelight  
And I can feel your love anywhere (shining)  
Maybe even when you're not there (shining)  
The lovelight  
Everything around you is lovelight  
You're shining like a star in the night (shining)  
I won't let you out of my sight (shining)  
I don't want to lose you, I don't want to lose your lovelight  
  
And I feel so good  
And I feel so right  
And I know that you must have a lovelight  
  
You've got lovelight  
And I can feel your love anywhere  
Maybe even when you're not there  
You've got lovelight  
Everything around you is lovelight  
You're shining like a star in the night (shining)  
I won't let you out of my sight (shining)  
I don't want to lose you, I don't want to lose your lovelight  
  
Everything about you is right  
Let it glow and let it be bright  
I don't want to lose your lovelight  
Shining like a star in the night

"
ABBA,Lovers,/a/abba/lovers_10001503.html,"Sit down and listen 'cause I've got good news for you  
It was in the papers today  
Some physician had made a discovery  
This' what she had to say:  
(oooh you know that)  
  
She said that every result she had backed her  
Claiming that love's a longevity factor  
  
So lovers live a little longer, baby  
You and me, we got a chance to live twice  
Lovers live a little longer, ain't that nice  
Lovers live a little longer, baby  
What a feeling when I hold you tight  
Lovers live a little longer, yeah  
  
I can imagine, I'll see in my fantasy  
I'll enjoy every day  
Making love is a dynamite drug, baby  
So why don't we start right away  
(ahh, please don't wait)  
  
I don't care if they're watching 'cause listen  
We've got a reason for each time we're kissing  
  
'cause lovers live a little longer, baby  
You and me, we got a chance to live twice  
Lovers live a little longer, ain't that nice  
Lovers live a little longer, baby  
What a feeling when I hold you tight  
Lovers live a little longer, yeah  
  
I just don't care if they're watching 'cause listen  
We've got a reason for each time we're kissing  
  
'cause lovers live a little longer, baby  
You and me, we got a chance to live twice  
Lovers live a little longer, ain't that nice  
Lovers live a little longer, baby  
What a feeling when I hold you tight  
Lovers live a little longer, yeah  
  
Lovers live a little longer, baby  
You and me, we got a chance to live twice  
Lovers live a little longer, yeah

"
ABBA,Mamma Mia,/a/abba/mamma+mia_20002675.html,"[Chorus]  
Mamma mia, here I go again  
My my, how can I resist you?  
Mamma mia, does it show again  
My my, just how much I've missed you?  
  
Yes, I've been brokenhearted  
Blue since the day we parted  
Why, why did I ever let you go?  
Mamma mia, now I really know  
My my, I could never let you go  
I've been angry and sad about things that you do  
I can't count all the times that I've told you ""we're through""  
And when you go, when you slam the door  
I think you know that you won't be away too long  
You know that I'm not that strong  
Just one look and I can hear a bell ring  
One more look and I forget everything  
  
[Chorus]  
  
Yes, I've been brokenhearted  
Blue since the day we parted  
Why, why did I ever let you go?  
Mamma mia, even if I say  
""Bye bye, leave me now or never""  
Mamma mia, it's a game we play  
""Bye bye"" doesn't mean forever  
  
[Chorus]  
  
Yes, I've been brokenhearted  
Blue since the day we parted  
Why, why did I ever let you go?  
Mamma mia, now I really know  
My my, I could never let you go

"
ABBA,Man In The Middle,/a/abba/man+in+the+middle_20002522.html,"Did you see that man in the limousine  
With the pretty doll, he is fifty and the girl's only seventeen  
But she doesn't care, and she never will  
If he's ninety-five she don't give a damn  
Just as long as he pays the bill  
  
Did you see that man with a fat cigar  
He just left his lunch with a belly full of lobster and caviar  
He can choose the wine from a vintage year  
He will drink champagne in his limousine  
Where the rest of the street can peer  
  
'Cause he's the man in the middle, never second fiddle  
Just like a spider in a cobweb  
Hard as a hammer, not the kind of boss you double-cross  
'Cause he's the man in the middle, knows the way to diddle  
He's never bothered by his conscience  
Deals with the Devil, 'cause he wants to be  
Man in the middle, the middle, the middle  
In the middle (in the middle, in the middle)  
  
But you see that man made a big mistake  
Even though he's got all his servants and a mansion beside a lake  
And the money too, all that he can spend  
He can buy the most, nearly anything  
But he can't buy the lot, his friend  
  
'Cause he's the man in the middle, never second fiddle  
Just like a spider in a cobweb  
Hard as a hammer, not the kind of boss you double-cross  
'Cause he's the man in the middle, knows the way to diddle  
He's never bothered by his conscience  
Deals with the Devil, 'cause he wants to be  
Man in the middle, the middle, the middle  
In the middle (in the middle, in the middle)

"
ABBA,Me And Bobby And Bobby's Brother,/a/abba/me+and+bobby+and+bobbys+brother_20539218.html,"Well, there was me and Bobby and Bobby's brother  
Please take me back to that place  
Where I've got all my memories, those were my happiest days  
  
I remember all the games we used to play  
I really do  
And I went to see them almost everyday  
I wanted to  
Though we quarreled at times and had a few fights  
We were the best of friends  
We found a place in the sun  
A heaven of fun  
  
Well, there was me and Bobby and Bobby's brother  
Wildest kids you could see  
We could play together, climbing the apple tree  
Yes, there was me and Bobby and Bobby's brother  
Please take me back to that place  
Where I've got all my memories, those were my happiest days  
  
They would take me out for football games and such  
They liked to play  
And I guess I didn't like it very much  
But anyway  
I was happy and proud to be with the boys  
Being a little girl  
I found a place in the sun  
A heaven of fun  
  
Well, there was me and Bobby and Bobby's brother  
Wildest kids you could see  
We could play together, climbing the apple tree  
Well, there was me and Bobby and Bobby's brother  
Please take me back to that place  
Where I've got all my memories, those were my happiest days  
  
Well, there was me and Bobby and Bobby's brother  
Please take me back to that place  
Where I've got all my memories, those were my happiest days  
  
Got all my memories, those were my happiest days  
Where I've got all my memories, those were my happiest days  
Got all my memories, those were my happiest days  
Where I've got all my memories, those were my happiest days  
Got all my memories, those were my happiest days  
Where I've got all my memories, those were my happiest days

"
ABBA,Me And I,/a/abba/me+and+i_20251589.html,"Sometimes when I'm mad  
There's a part of me that seems to be a little sad  
Sometimes when I scream  
There's a voice in me that says, ""You shouldn't be so mean""  
Oh no, oh no  
Part of me is acting while the other stands beside  
Yes, I am to myself what Jekyll must have been to Hyde  
  
We're like sun and rainy weather  
Sometimes we're a hit together  
Me and I  
Gloomy moods and inspiration  
We're a funny combination  
Me and I  
I don't think I'm different or in any way unique  
Think about yourself for a minute  
And you'll find the answer in it  
Everyone's a freak  
  
Sometimes I have toyed  
With ideas that I got from good old Dr Freud  
Nothing new of course  
It may seem to you I try to break through open doors  
Oh no, oh no  
I just want to say a lot of that applies to me  
'Cause it's an explanation to my split identity  
  
We're like sun and rainy weather  
Sometimes we're a hit together  
Me and I  
Gloomy moods and inspiration  
We're a funny combination  
Me and I  
I don't think I'm different or in any way unique  
Think about yourself for a minute  
And you'll find the answer in it  
Everyone's a freak  
  
Me and I  
  
We're like sun and rainy weather  
Sometimes we're a hit together  
Me and I  
Gloomy moods and inspiration  
We're a funny combination  
Me and I  
I don't think I'm different or in any way unique  
Think about yourself for a minute  
And you'll find the answer in it  
Everyone's a freak  
  
We're like sun and rainy weather  
Sometimes we're a hit together  
Me and I  
Gloomy moods and inspiration  
We're a funny combination  
Me and I

"
ABBA,Merry-Go-Round,/a/abba/merry+go+round_20003023.html,"I have tried in vain never had success  
So it seems my life is nothing but a mess  
I have lost my only friend  
Now it seems I have to start again  
  
Merry-go-round  
Where am I bound  
With my love and feelings  
Merry-go-round  
  
Who wants to kiss me  
And hug me and miss me  
Yes, who wants to do it  
I wish that I knew it  
  
Merry-go-round  
Wish I had found  
Somebody to care for  
Where am I bound  
  
Life is so lonely  
If life is just only  
To love with my loving  
Goes round and round  
  
Looking for someone  
Who would want to stay  
I might find her  
With a bit of luck one day  
  
But who knows  
So until then  
I can only try and try again  
  
Merry-go-round  
Where am I bound  
With my love and feelings  
Merry-go-round  
  
Who wants to kiss me  
And hug me and miss me  
Yes, who wants to do it  
I wish that I knew it  
  
Merry-go-round  
Wish I had found  
Somebody to care for  
Where am I bound  
  
Life is so lonely  
If life is just only  
To love with my loving  
Goes round and round  
  
Merry-go-round  
Where am I bound  
With my love and feelings  
Merry-go-round  
  
Who wants to kiss me  
And hug me and miss me  
Yes, who wants to do it  
I wish that I knew it  
  
Merry-go-round  
Wish I had found  
Somebody to care for  
Where am I bound  
  
Life is so lonely  
If life is just only  
To love with my loving  
Goes round and round

"
ABBA,Midnight Special,/a/abba/midnight+special_20002840.html,"Well, you wake up in the morning  
Hear the ding-dong ring  
You go marching to the table  
See the same old thing  
See the fork on the table  
Nothing in your pan  
If you sing a thing about it  
You're in trouble with the man  
  
Let the midnight special shine a light on me  
Let the midnight special shine it's ever loving light on me  
  
If you ever go to houston  
Well, you better act right  
And you better not gamble  
And you better not fight  
For the sheriff will arrest you  
Then he'll take you down  
And before you understand it  
You are prison bound  
  
Let the midnight special  
Shine a light on me  
Let the midnight special  
Shine it's ever loving light on me  
On me, on me

"
ABBA,Money Money Money,/a/abba/money+money+money_20002987.html,"I work all night, I work all day, to pay the bills I have to pay  
Ain't it sad  
And still there never seems to be a single penny left for me  
That's too bad  
In my dreams I have a plan  
If I got me a wealthy man  
I wouldn't have to work at all, I'd fool around and have a ball...  
  
Money, money, money  
Must be funny  
In the rich man's world  
Money, money, money  
Always sunny  
In the rich man's world  
Aha-ahaaa  
All the things I could do  
If I had a little money  
It's a rich man's world  
  
A man like that is hard to find but I can't get him off my mind  
Ain't it sad  
And if he happens to be free I bet he wouldn't fancy me  
That's too bad  
So I must leave, I'll have to go  
To Las Vegas or Monaco  
And win a fortune in a game, my life will never be the same...  
  
Money, money, money  
Must be funny  
In the rich man's world  
Money, money, money  
Always sunny  
In the rich man's world  
Aha-ahaaa  
All the things I could do  
If I had a little money  
It's a rich man's world  
  
Money, money, money  
Must be funny  
In the rich man's world  
Money, money, money  
Always sunny  
In the rich man's world  
Aha-ahaaa  
All the things I could do  
If I had a little money  
It's a rich man's world  
  
It's a rich man's world

"
ABBA,Move On,/a/abba/move+on_20002971.html,"They say a restless body can hide a peaceful soul.  
A voyager, ad a settler, they both have a distant goal.  
If I explore the heavens, or if I search inside.  
Well, it really doesn't matter as long as I can tell myself  
I've always tried.  
  
Like a roller in the ocean, life is motion  
Move on  
Like a wind that's always blowing, life is flowing  
Move on  
Like the sunrise in the morning, life is dawning  
Move on  
How I treasure every minute  
Being part of it, being in it  
With the urge to move on  
  
I've travelled every country, I've travelled in my mind  
It seems we're on a journey, a trip through space and time  
And somewhere lies the answer  
To all the questions why  
What really makes the difference  
Between all dead and living things, the will to stay alive  
  
Like a roller in the ocean (la la la la la la-la)  
Life is motion (la la la la la la-la)  
Move on (la la la la-la)  
Like a wind that's always blowing (la la la la la la-la)  
Life is flowing (la la la la la la-la)  
Move on (la la la la-la)  
Like the sunrise in the morning (la la la la la la-la)  
Life is dawning (la la la la la la-la)  
Move on (la la la la-la)  
How I treasure every minute (la la la la)  
Being part of it (la la la la)  
Being in it (la la la la)  
With the urge to move on  
  
The morning breeze that ripples the surface of the sea  
The crying of the seagulls that hover over me  
I see it and I hear it  
But how can I explain  
The wonder of the moment  
To be alive, to feel the sun that follows every rain  
  
Like a roller in the ocean (la la la la la la-la)  
Life is motion (la la la la la la-la)  
Move on (la la la la-la)  
Like a wind that's always blowing (la la la la la la-la)  
Life is flowing (la la la la la la-la)  
Move on (la la la la-la)  
Like the sunrise in the morning (la la la la la la-la)  
Life is dawning (la la la la la la-la)  
Move on (la la la la-la)  
How I treasure every minute (la la la la)  
Being part of it (la la la la-ah)  
Being in it  
With the urge to move on  
  
La la la la la la-la, la la la la la la-la, la la la la-la  
Like a wind that's always blowing  
La la la la la la-la  
La la la la la la-la (life is flowing)  
La la la la-la (move on)  
Like the sunrise in the morning  
La la la la la la-la  
La la la la la la-la (life is dawning)  
La la la la-la (move on)  
How I treasure every minute (la la la la)  
Being part of it (la la la la-ah)  
Being in it  
With the urge to move on  
La la la la la la-la, la la la la la la-la, la la la la-la  
Like a wind that's always blowing...  

"
ABBA,"My Love, My Life",/a/abba/my+love+my+life_20002559.html,"I've seen it on your face  
Tells me more than any worn out old phrase  
So now we'll go separate ways  
Never again we two  
Never again, nothing I can do  
  
Like an image passing by, my love, my life  
In the mirror of your eyes, my love, my life  
I can see it all so clearly  
Answer me sincerely  
Was it a dream, a lie  
Like reflections of your mind, my love, my life  
Are the words you try to find, my love, my life  
But I know I don't posses you  
So go away, God bless you  
You are still my love and my life  
Still my one and only  
  
I've watched you look away  
Tell me is it really so hard to say  
Oh, this has been my longest day  
Sitting here close to you  
Knowing that maybe tonight we're trough  
  
Like an image passing by, my love, my life  
In the mirror of your eyes, my love, my life  
I can see it all so clearly  
Answer me sincerely  
Was it a dream, a lie  
Like reflections of your mind, my love, my life  
Are the words you try to find, my love, my life  
But I know I don't posses you  
So go away, God bless you  
You are still my love and my life  
  
Yes, I know I don't posses you  
So go away, God bless you  
You are still my love and my life  
Still my one and only

"
ABBA,My Mama Said,/a/abba/my+mama+said_20003049.html,"Tried to sneak out without saying  
With my loudest record playing  
Ooh, my mama said, ""Look at this, you haven't done your bed""  
My mama said, ""That's a thing that you should do instead""  
  
Then I did what she had told me  
Dying for my friend to hold me  
Ooh, my mama said, ""Try and get one thing into your head""  
My mama said, ""Pa and me, we give you room and bed""  
How I want to live my life  
Want to live my life  
La-la-la, la-la-la, life  
  
In the morning she said ""Listen""  
Ooh, I felt like in a prison  
Yeah, my mama said, ""I know you've been out again with Fred""  
(My mama said)  
My mama said, ""Don't you lie, your cheeks are blushing red""  
(My mama said)  
Oh I want to live my life  
Want to live my life  
La-la-la, la-la-la, life  
  
I said I can live without it  
How I wish you wouldn't doubt it  
Ooh, my mama said, ""If you want to hurt me go ahead""  
(My mama said)  
My mama said, ""I suppose you'd rather see me dead""  
(My mama said)  
Oh I want to live my life  
Want to live my life  
La-la-la, la-la-la, life [Repeat: x4]

"
ABBA,"Nina, Pretty Ballerina",/a/abba/nina+pretty+ballerina_20002792.html,"Every day in the morning on her way to the office  
You can see as she catches a train  
Just a face among a million faces  
Just another woman with no name  
Not the girl you'd remember but she's still something special  
If you knew her I am sure you'd agree  
'Cause I know she's got a little secret  
Friday evening she turns out to be  
  
Nina, pretty ballerina, now she is the queen of the dancing floor  
This is the moment she's waited for  
Just like Cinderella, just like Cinderella  
Nina, pretty ballerina, who would ever think she could be this way  
This is the part that she likes to play  
But she knows the fun would go away  
If she would play it every day  
  
So she's back every morning to her work at the office  
And another week to live in a dream  
And another row of early mornings  
In an almost never-ending stream  
Doesn't talk very often, kind of shy and uncertain  
Everybody seems to think she's a bore  
But they wouldn't know her little secret  
What her Friday night would have in store  
  
Nina, pretty ballerina, now she is the queen of the dancing floor  
This is the moment she's waited for  
Just like Cinderella, just like Cinderella  
Nina, pretty ballerina, who would ever think she could be this way  
This is the part that she likes to play  
She would like to play it every day  
  
Nina, pretty ballerina, now she is the queen of the dancing floor  
This is the moment she's waited for  
Just like Cinderella, just like Cinderella  
Nina, pretty ballerina, who would ever think she could be this way  
This is the part that she likes to play

"
ABBA,On And On And On,/a/abba/on+on+on_20002748.html,"I was at a party  
And this feller said to me  
Something bad is happening  
I'm sure you do agree  
People care for nothing  
No respect for human rights  
Evil times are coming  
We are in for darker nights?  
I said who are you  
To talk about impending doom?  
He got kinda wary  
As he looked around the room  
He said, I'm a minister  
A big shot in the state?  
I said I just can't  
Believe it, boy  
I think it's great  
Brother can you tell me  
What is right and what is wrong?  
He said, keep on rocking baby  
'Til the night is gone?  
  
On and on and on  
Keep on rocking baby  
'Til the night is gone  
  
Over in the corner  
I could see this other guy  
He was kinda flirty  
He was giving me the eye  
So I took advantage  
Of the fact that I'm a star  
Shook my hair and took  
A casual stroll up to the bar  
And as sure as hell  
This guy was coming up to me  
He said, who am I and  
Who are you and who are we  
What's our situation do  
We have some time for us?  
I said, I was not exactly  
Waiting for the bus  
He said, if you're going  
Somewhere can I come along?  
I said, keep on rocking baby  
'Til the night is gone?  
  
On and on and on  
Keep on rocking baby  
'Til the night is gone

"
ABBA,"One Man, One Woman",/a/abba/one+man+one+woman_20002717.html,"No smiles, not a single word at the breakfast table  
Though I would have liked to begin  
So much that I want to say, but I feel unable  
You leave and you slam the door  
Like you've done many times before  
And I cry and I feel so helpless  
  
One man, one woman  
Two friends and two true lovers  
Somehow we'll help each other through the hard times  
One man, one woman  
One life to live together  
One chance to take that never comes back again  
You and me 'till the end  
  
Outside I can see the sun trough the open window  
Inside everything feel so cold  
What's wrong, what is happening, where did all our love go  
Somethimes when I just can't cope  
I cling to a desperate hope  
And I cry and I feel like dying  
  
One man, one woman  
Two friends and two true lovers  
Somehow we'll help each other through the hard times  
One man, one woman  
One life to live together  
One chance to take that never comes back again  
You and me 'till the end  
  
Daydreams of a better life, but I have to wake up  
The sound of a key in the door  
You smile and I realize that we need a shake up  
Our love is a precious thing  
Worth the pain and the suffering  
And it's never too late for changin'  
  
One man, one woman  
Two friends and two true lovers  
Somehow we'll help each other through the hard times  
One man, one woman  
One life to live together  
One chance to take that never comes back again  
You and me 'till the end  
  
You and me till' the end

"
ABBA,One Of Us,/a/abba/one+of+us_20002610.html,"They passed me by, all of those great romances  
You were, I felt, robbing me of my rightful chances  
My picture clear, everything seemed so easy  
And so I dealt you the blow  
One of us had to go  
Now it's different, I want you to know  
  
One of us is crying  
One of us is lying  
In her lonely bed  
Staring at the ceiling  
Wishing she was somewhere else instead  
One of us is lonely  
One of us is only  
Waiting for a call  
Sorry for herself, feeling stupid feeling small  
Wishing she had never left at all  
  
I saw myself as a concealed attraction  
I felt you kept me away from the heat and the action  
Just like a child, stubborn and misconceiving  
That's how I started the show  
One of us had to go  
Now I've changed and I want you to know  
  
One of us is crying  
One of us is lying  
In her lonely bed  
Staring at the ceiling  
Wishing she was somewhere else instead  
One of us is lonely  
One of us is only  
Waiting for a call  
Sorry for herself, feeling stupid feeling small  
Wishing she had never left at all  
Never left at all  
  
Staring at the ceiling  
Wishing she was somewhere else instead  
One of us is lonely  
One of us is only  
Waiting for a call  

"
